fund_name,eom_date,instrument_type,symbol,security_name,fund_price,reference_price,reference_price_date,reference_source,staleness_days,price_difference,price_difference_pct,quantity,market_value,reference_available
Applebead,2022-08-31,Equities,ENPH,Enphase,286.44,286.44,2022-08-31,equity,0,0.0,0.0,91778.51561821488,26289038.01368147,Yes
Applebead,2022-08-31,Government Bond,ES00000127C8,SPAIN I/L BOND 1 % 11/30/2030 144A,132.84,132.84,2022-08-29,bond,2,0.0,0.0,4724.932933882978,627660.0909370149,Yes
Applebead,2022-08-31,Government Bond,ES00000127G9,BONOS Y OBLIG DEL ESTADO 2.2% 10/31/2025 144A,109.71,109.71,2022-08-29,bond,2,0.0,0.0,27826.248364937106,3052817.70811725,Yes
Applebead,2022-08-31,Government Bond,ES0000012852,SPAIN I/L BOND 0.65 % 11/30/2027 144A,125.07,125.07,2022-08-29,bond,2,0.0,0.0,3611.4308817580577,451681.66038148024,Yes
Applebead,2022-08-31,Equities,EW,Edwards Lifesciences,90.1,90.1,2022-08-31,equity,0,0.0,0.0,224699.12444459507,20245391.112458013,Yes
Applebead,2022-08-31,Equities,EXR,Extra Space Storage,189.91,189.91,2022-08-31,equity,0,0.0,0.0,184611.9567033058,35059656.6975248,Yes
Applebead,2022-08-31,Equities,FOXA,Fox Corporation (Class A),33.94,33.94,2022-08-31,equity,0,0.0,0.0,171952.8511007934,5836079.766360927,Yes
Applebead,2022-08-31,Government Bond,FR0014001N38,FRANCE (GOVT OF) 0.1% 07/25/2031 0.0% 144A,122.95,122.95,2022-08-29,bond,2,0.0,0.0,2580.3810458200473,317257.8495835748,Yes
Applebead,2022-08-31,Government Bond,GB00B421JZ66,UNITED KINGDOM I/L GILT 0.5% 03/22/2050 REGS,311.74,311.74,2022-08-29,bond,2,0.0,0.0,3678.015441821349,1146584.5338333875,Yes
Applebead,2022-08-31,Government Bond,GB00BNNGP882,UNITED KINGDOM I/L GILT 0.125% 03/22/2051 REGS,213.09,213.09,2022-08-29,bond,2,0.0,0.0,1511.0019680828616,321979.40937877697,Yes
Applebead,2022-08-31,Government Bond,GB00BYMWG366,UNITED KINGDOM I/L GILT 0.125% 03/22/2046 REGS,220.1,220.1,2022-08-29,bond,2,0.0,0.0,4426.325584928016,974234.2612426563,Yes
Applebead,2022-08-31,Equities,GOOG,Alphabet Inc. (Class C),109.15,109.15,2022-08-31,equity,0,0.0,0.0,84394.03735008265,9211609.176761523,Yes
Applebead,2022-08-31,Equities,GWW,W. W. Grainger,548.91,548.91,2022-08-31,equity,0,0.0,0.0,29537.91307252893,16213655.864641853,Yes
Applebead,2022-08-31,Equities,HAL,Halliburton,29.63,29.63,2022-08-31,equity,0,0.0,0.0,49581.49694317356,1469099.7544262325,Yes
Applebead,2022-08-31,Equities,HOLX,Hologic,67.56,67.56,2022-08-31,equity,0,0.0,0.0,285884.801523405,19314377.190921243,Yes
Applebead,2022-08-31,Equities,IEX,IDEX Corporation,198.89,198.89,2022-08-31,equity,0,0.0,0.0,302763.60899342154,60216654.19270161,Yes
Applebead,2022-08-31,Equities,IFF,International Flavors & Fragrances,106.55,106.55,2022-08-31,equity,0,0.0,0.0,226808.97537834712,24166496.326562885,Yes
Applebead,2022-08-31,Government Bond,IT0003745541,BUONI POLIENNALI DEL TES 2.4% 09/15/2035 144A,180.04,180.04,2022-08-29,bond,2,0.0,0.0,3968.251715071237,714444.0387814254,Yes
Applebead,2022-08-31,Government Bond,JP1103451GC0,JAPAN (10 YEAR ISSUE) 0.1 % 12/20/2026,100.87,100.87,2022-08-29,bond,2,0.0,0.0,5257184.483648271,530292198.8656011,Yes
Applebead,2022-08-31,Government Bond,JP1300521G93,JAPAN (30 YEAR ISSUE) 0.5 % 09/20/2046,98.11,98.11,2022-08-29,bond,2,0.0,0.0,5970348.982197414,585750938.6433883,Yes
Applebead,2022-08-31,Equities,LEN,Lennar,76.3,76.3,2022-08-31,equity,0,0.0,0.0,299598.8325927934,22859390.926830135,Yes
Applebead,2022-08-31,Equities,LLY,Eli Lilly and Company,298.04,298.04,2022-08-31,equity,0,0.0,0.0,56965.97521130579,16978139.251977578,Yes
Applebead,2022-08-31,Equities,LYB,LyondellBasell,78.72,78.72,2022-08-31,equity,0,0.0,0.0,54856.124277553725,4318274.103129029,Yes
Applebead,2022-08-31,Equities,LYV,Live Nation Entertainment,90.36,90.36,2022-08-31,equity,0,0.0,0.0,25318.211205024796,2287753.5644860407,Yes
Applebead,2022-08-31,Equities,MCO,Moody's Corporation,281.74,281.74,2022-08-31,equity,0,0.0,0.0,170897.9256339174,48148781.568099886,Yes
Applebead,2022-08-31,Equities,META,Meta Platforms,162.93,162.93,2022-08-31,equity,0,0.0,0.0,297488.98165904137,48469879.781707615,Yes
Applebead,2022-08-31,Equities,MHK,Mohawk Industries,110.36,110.36,2022-08-31,equity,0,0.0,0.0,198325.98777269424,21887256.010594536,Yes
Applebead,2022-08-31,Equities,MMC,Marsh McLennan,159.08,159.08,2022-08-31,equity,0,0.0,0.0,123426.27962449589,19634652.562664807,Yes
Applebead,2022-08-31,Government Bond,NL0011819040,NETHERLANDS GOVERNMENT 0.5 % 07/15/2026 144A,104.59,104.59,2022-08-29,bond,2,0.0,0.0,27942.298878510068,2922485.039703368,Yes
Applebead,2022-08-31,Equities,NWL,Newell Brands,17.12,17.12,2022-08-31,equity,0,0.0,0.0,95998.21748571901,1643489.4833555096,Yes
Applebead,2022-08-31,Equities,ODFL,Old Dominion,270.17,270.17,2022-08-31,equity,0,0.0,0.0,105492.54668760332,28500921.33858979,Yes
Applebead,2022-08-31,Equities,PEP,PepsiCo,167.75,167.75,2022-08-31,equity,0,0.0,0.0,29537.91307252893,4954984.917916728,Yes
Applebead,2022-08-31,Equities,PNR,Pentair,43.74,43.74,2022-08-31,equity,0,0.0,0.0,315422.7145959339,13796589.53642615,Yes
Applebead,2022-08-31,Equities,PTC,PTC,114.89,114.89,2022-08-31,equity,0,0.0,0.0,25318.211205024796,2908809.2853452987,Yes
Applebead,2022-08-31,Equities,QRVO,Qorvo,89.78,89.78,2022-08-31,equity,0,0.0,0.0,277445.39778839675,24909047.81344226,Yes
Applebead,2022-08-31,Equities,REGN,Regeneron,581.06,581.06,2022-08-31,equity,0,0.0,0.0,174062.70203454548,101140873.644193,Yes
Applebead,2022-08-31,Equities,ROK,Rockwell Automation,232.95,232.95,2022-08-31,equity,0,0.0,0.0,254237.037517124,59224517.88961403,Yes
Applebead,2022-08-31,Government Bond,SE0008014062,SWEDEN I/L BOND 0.125 % 06/01/2026,122.67,122.67,2022-08-29,bond,2,0.0,0.0,7391.448063159052,906708.933907721,Yes
Applebead,2022-08-31,Equities,SEDG,SolarEdge,275.97,275.97,2022-08-31,equity,0,0.0,0.0,166678.22376641323,45998189.41281706,Yes
Applebead,2022-08-31,Equities,SLB,Schlumberger,37.46,37.46,2022-08-31,equity,0,0.0,0.0,179337.32936892565,6717976.358159956,Yes
Applebead,2022-08-31,Equities,SO,Southern Company,74.0,74.0,2022-08-31,equity,0,0.0,0.0,254237.037517124,18813540.776267175,Yes
Applebead,2022-08-31,Equities,STT,State Street Corporation,65.97,65.97,2022-08-31,equity,0,0.0,0.0,105492.54668760332,6959343.304981191,Yes
Applebead,2022-08-31,Equities,SYY,Sysco,80.11,80.11,2022-08-31,equity,0,0.0,0.0,173007.77656766944,13859652.980835998,Yes
Applebead,2022-08-31,Equities,TEL,TE Connectivity,123.95,123.95,2022-08-31,equity,0,0.0,0.0,10549.254668760332,1307580.116192843,Yes
Applebead,2022-08-31,Equities,TFC,Truist,44.21,44.21,2022-08-31,equity,0,0.0,0.0,148744.49082952068,6575993.939573109,Yes
Applebead,2022-08-31,Equities,TJX,TJX Companies,61.36,61.36,2022-08-31,equity,0,0.0,0.0,37977.316807537194,2330288.159310482,Yes
Applebead,2022-08-31,Equities,TPR,"Tapestry, Inc.",33.67,33.67,2022-08-31,equity,0,0.0,0.0,233138.52817960334,7849774.243807245,Yes
Applebead,2022-08-31,Government Bond,US912810FH69,TSY INFL IX N/B 3.875% 04/15/2029,235.0,235.0,2022-08-29,bond,2,0.0,0.0,7484.527040497248,1758863.8545168533,Yes
Applebead,2022-08-31,Government Bond,US912810FQ68,TSY INFL IX N/B 3.375% 04/15/2032,232.32,232.32,2022-08-29,bond,2,0.0,0.0,1833.0634703544279,425857.30543274066,Yes
Applebead,2022-08-31,Government Bond,US912810RW09,TSY INFL IX N/B 0.875% 02/15/2047,154.8,154.8,2022-08-29,bond,2,0.0,0.0,6467.272917216767,1001133.8475851556,Yes
Applebead,2022-08-31,Government Bond,US912828ZZ63,TSY INFL IX N/B 0.125% 07/15/2030,120.96,120.96,2022-08-29,bond,2,0.0,0.0,21192.39644012063,2563432.273396991,Yes
Applebead,2022-08-31,Government Bond,US91282CDC29,TSY INFL IX N/B 0.125% 10/15/2026,110.45,110.45,2022-08-29,bond,2,0.0,0.0,12351.400680596429,1364212.2051718757,Yes
Applebead,2022-08-31,CASH,USDCURR,CASH,,,,,,,,,144211739.0476133,No
Applebead,2022-08-31,Equities,WAT,Waters Corporation,298.6,298.6,2022-08-31,equity,0,0.0,0.0,137140.31069388433,40950096.773193866,Yes
Applebead,2022-08-31,Equities,WYNN,Wynn Resorts,60.29,60.29,2022-08-31,equity,0,0.0,0.0,73844.78268132232,4452101.947856923,Yes
Applebead,2022-08-31,Equities,XYL,Xylem Inc.,90.28,90.28,2022-08-31,equity,0,0.0,0.0,59075.82614505786,5333365.584375824,Yes
Belaware,2022-08-31,Equities,A,Agilent Technologies,127.39,127.39,2022-08-31,equity,0,0.0,0.0,1032.8463859786154,131574.30110981583,Yes
Belaware,2022-08-31,Equities,AAL,American Airlines Group,12.99,12.99,2022-08-31,equity,0,0.0,0.0,7629.736206100095,99110.27331724024,Yes
Belaware,2022-08-31,Equities,AAP,Advance Auto Parts,162.78,162.78,2022-08-31,equity,0,0.0,0.0,1532.610766290849,249478.38053682438,Yes
Belaware,2022-08-31,Equities,ACN,Accenture,283.86,283.86,2022-08-31,equity,0,0.0,0.0,3798.209290372973,1078159.6891652723,Yes
Belaware,2022-08-31,Equities,ADP,ADP,239.43,239.43,2022-08-31,equity,0,0.0,0.0,3631.6211636022285,869519.0552012816,Yes
Belaware,2022-08-31,Equities,ALK,Alaska Air Group,43.56,43.56,2022-08-31,equity,0,0.0,0.0,6763.477946892224,294617.0993666253,Yes
Belaware,2022-08-31,Equities,AON,Aon,277.18,277.18,2022-08-31,equity,0,0.0,0.0,6563.572194767331,1819290.9409456088,Yes
Belaware,2022-08-31,Equities,AOS,A. O. Smith,55.14,55.14,2022-08-31,equity,0,0.0,0.0,6896.74844830882,380286.7094397483,Yes
Belaware,2022-08-31,Equities,APD,Air Products and Chemicals,246.35,246.35,2022-08-31,equity,0,0.0,0.0,6063.807814455097,1493819.0550910132,Yes
Belaware,2022-08-31,Equities,APTV,Aptiv,93.43,93.43,2022-08-31,equity,0,0.0,0.0,5530.725808788716,516735.71231512976,Yes
Belaware,2022-08-31,Equities,ARE,Alexandria Real Estate Equities,147.71,147.71,2022-08-31,equity,0,0.0,0.0,2165.6456480196775,319887.51866898657,Yes
Belaware,2022-08-31,Equities,CARR,Carrier Global,38.47,38.47,2022-08-31,equity,0,0.0,0.0,4697.785174934993,180723.79567974916,Yes
Belaware,2022-08-31,Equities,CBOE,Cboe Global Markets,116.6,116.6,2022-08-31,equity,0,0.0,0.0,7996.230084995733,932360.4279105024,Yes
Belaware,2022-08-31,Equities,CLX,Clorox,139.88,139.88,2022-08-31,equity,0,0.0,0.0,2198.9632733738267,307590.98267953086,Yes
Belaware,2022-08-31,Equities,CMCSA,Comcast,35.08,35.08,2022-08-31,equity,0,0.0,0.0,8429.359214599668,295701.92124815634,Yes
Belaware,2022-08-31,Equities,COF,Capital One,103.41,103.41,2022-08-31,equity,0,0.0,0.0,8895.805969557752,919915.2953119671,Yes
Belaware,2022-08-31,Equities,COO,CooperCompanies,287.39,287.39,2022-08-31,equity,0,0.0,0.0,1765.834143769891,507483.0745780289,Yes
Belaware,2022-08-31,Equities,CRL,Charles River Laboratories,205.25,205.25,2022-08-31,equity,0,0.0,0.0,9362.252724515838,1921602.3717068757,Yes
Belaware,2022-08-31,Equities,CTAS,Cintas,402.65,402.65,2022-08-31,equity,0,0.0,0.0,6363.666442642438,2562330.2931299773,Yes
Belaware,2022-08-31,Equities,CTSH,Cognizant,62.06,62.06,2022-08-31,equity,0,0.0,0.0,799.6230084995733,49624.60390748352,Yes
Belaware,2022-08-31,Equities,CVX,Chevron Corporation,152.5,152.5,2022-08-31,equity,0,0.0,0.0,8062.865335704031,1229586.9636948647,Yes
Belaware,2022-08-31,Equities,DHR,Danaher Corporation,268.79,268.79,2022-08-31,equity,0,0.0,0.0,5597.361059497013,1504514.6791822023,Yes
Belaware,2022-08-31,Equities,DVA,DaVita Inc.,85.29,85.29,2022-08-31,equity,0,0.0,0.0,233.2233774790422,19891.62186518751,Yes
Belaware,2022-08-31,Equities,ECL,Ecolab,161.67,161.67,2022-08-31,equity,0,0.0,0.0,633.0348817288289,102342.74932909975,Yes
Belaware,2022-08-31,Equities,EIX,Edison International,64.84,64.84,2022-08-31,equity,0,0.0,0.0,9095.711721682646,589765.9480339028,Yes
Belaware,2022-08-31,Equities,EQR,Equity Residential,70.17,70.17,2022-08-31,equity,0,0.0,0.0,2332.233774790422,163652.84397704393,Yes
Belaware,2022-08-31,Government Bond,ES00000127C8,SPAIN I/L BOND 1 % 11/30/2030 144A,132.84,132.84,2022-08-29,bond,2,0.0,0.0,3904.6804174928516,518697.7466597504,Yes
Belaware,2022-08-31,Government Bond,ES00000128C6,BONOS Y OBLIG DEL ESTADO 2.9% 10/31/2046 144A,135.46,135.46,2022-08-29,bond,2,0.0,0.0,12552.930298604864,1700419.938249015,Yes
Belaware,2022-08-31,Equities,ETR,Entergy,111.86,111.86,2022-08-31,equity,0,0.0,0.0,699.6701324371267,78265.10101441698,Yes
Belaware,2022-08-31,Equities,FE,FirstEnergy,37.97,37.97,2022-08-31,equity,0,0.0,0.0,3165.1744086441445,120181.67229621817,Yes
Belaware,2022-08-31,Equities,FICO,Fair Isaac,449.4,449.4,2022-08-31,equity,0,0.0,0.0,4397.926546747653,1976428.1901083954,Yes
Belaware,2022-08-31,Equities,FOX,Fox Corporation (Class B),31.38,31.38,2022-08-31,equity,0,0.0,0.0,9495.523225932433,297969.51882975973,Yes
Belaware,2022-08-31,Government Bond,FR0011461037,FRANCE (GOVT OF) 3.25 % 05/25/2045 REGS,154.75,154.75,2022-08-29,bond,2,0.0,0.0,7325.1031004126935,1133559.7047888644,Yes
Belaware,2022-08-31,Government Bond,FR0012558310,FRANCE (GOVT OF) 0.1% 03/01/2025 0.0% REGS,114.3,114.3,2022-08-29,bond,2,0.0,0.0,4427.707014162488,506086.9117187724,Yes
Belaware,2022-08-31,Government Bond,FR0013238268,FRANCE (GOVT OF) 0.1% 03/01/2028 REGS,120.21,120.21,2022-08-29,bond,2,0.0,0.0,4969.994708667072,597443.0639288686,Yes
Belaware,2022-08-31,Government Bond,GB00B6460505,UNITED KINGDOM GILT 4.25% 12/07/2040 REGS,152.67,152.67,2022-08-29,bond,2,0.0,0.0,11469.021001622297,1750975.436317676,Yes
Belaware,2022-08-31,Government Bond,GB00B73ZYW09,UNITED KINGDOM I/L GILT 0.25% 03/22/2052 REGS,271.52,271.52,2022-08-29,bond,2,0.0,0.0,3404.911954578689,924501.6939072056,Yes
Belaware,2022-08-31,Government Bond,GB00B85SFQ54,UNITED KINGDOM I/L GILT 0.125% 03/22/2024 REGS,140.94,140.94,2022-08-29,bond,2,0.0,0.0,4251.697740087983,599234.2794880003,Yes
Belaware,2022-08-31,Government Bond,GB00BN65R313,UNITED KINGDOM GILT 3.5% 01/22/2045 REGS,146.83,146.83,2022-08-29,bond,2,0.0,0.0,9132.638227862504,1340945.2709970516,Yes
Belaware,2022-08-31,Government Bond,GB00BYVP4K94,UNITED KINGDOM I/L GILT 0.125% 11/22/2056 REGS,263.2,263.2,2022-08-29,bond,2,0.0,0.0,2219.867387508334,584269.0963921935,Yes
Belaware,2022-08-31,Government Bond,GB00BYY5F144,UNITED KINGDOM I/L GILT 0.125% 03/22/2026 REGS,140.13,140.13,2022-08-29,bond,2,0.0,0.0,4113.108560393742,576369.902567975,Yes
Belaware,2022-08-31,Equities,GPN,Global Payments,123.06,123.06,2022-08-31,equity,0,0.0,0.0,8829.170718849455,1086517.748661614,Yes
Belaware,2022-08-31,Equities,GRMN,Garmin,85.84,85.84,2022-08-31,equity,0,0.0,0.0,2498.8219015611667,214498.87203001056,Yes
Belaware,2022-08-31,Equities,HCA,HCA Healthcare,195.99,195.99,2022-08-31,equity,0,0.0,0.0,2532.1395269153154,496274.0258801327,Yes
Belaware,2022-08-31,Equities,HSIC,Henry Schein,73.41,73.41,2022-08-31,equity,0,0.0,0.0,8462.676839953818,621245.1068210098,Yes
Belaware,2022-08-31,Equities,HSY,Hershey's,220.58,220.58,2022-08-31,equity,0,0.0,0.0,8129.500586412329,1793205.2393508316,Yes
Belaware,2022-08-31,Equities,ICE,Intercontinental Exchange,99.29,99.29,2022-08-31,equity,0,0.0,0.0,6896.74844830882,684778.1534325827,Yes
Belaware,2022-08-31,Equities,INVH,Invitation Homes,35.2,35.2,2022-08-31,equity,0,0.0,0.0,599.71725637468,21110.047424388737,Yes
Belaware,2022-08-31,Government Bond,IT0003256820,BUONI POLIENNALI DEL TES 5.8% 02/01/2033 REGS,147.61,147.61,2022-08-29,bond,2,0.0,0.0,26088.526628527634,3850927.4156369646,Yes
Belaware,2022-08-31,Government Bond,IT0005024234,BUONI POLIENNALI DEL TES 3.5% 03/01/2030 144A,121.05,121.05,2022-08-29,bond,2,0.0,0.0,20319.425861783682,2459666.5005689147,Yes
Belaware,2022-08-31,Government Bond,IT0005274805,BUONI POLIENNALI DEL TES 2.1% 08/01/2027 REGS,108.75,108.75,2022-08-29,bond,2,0.0,0.0,35273.715459037376,3836016.5561703146,Yes
Belaware,2022-08-31,Equities,JNJ,Johnson & Johnson,156.83,156.83,2022-08-31,equity,0,0.0,0.0,5464.090558080417,856933.3222237519,Yes
Belaware,2022-08-31,Equities,JNPR,Juniper Networks,27.83,27.83,2022-08-31,equity,0,0.0,0.0,9228.982223099241,256842.57526885188,Yes
Belaware,2022-08-31,Equities,KIM,Kimco Realty,20.16,20.16,2022-08-31,equity,0,0.0,0.0,8829.170718849455,177996.081692005,Yes
Belaware,2022-08-31,Equities,KMB,Kimberly-Clark,123.01,123.01,2022-08-31,equity,0,0.0,0.0,1066.1640113327644,131148.83503404335,Yes
Belaware,2022-08-31,Equities,LEN,Lennar,76.3,76.3,2022-08-31,equity,0,0.0,0.0,3498.350662185633,266924.1555247638,Yes
Belaware,2022-08-31,Equities,LIN,Linde plc,278.65,278.65,2022-08-31,equity,0,0.0,0.0,7163.289451142011,1996050.6055607211,Yes
Belaware,2022-08-31,Equities,LLY,Eli Lilly and Company,298.04,298.04,2022-08-31,equity,0,0.0,0.0,2232.2808987279755,665308.9990568858,Yes
Belaware,2022-08-31,Equities,LYB,LyondellBasell,78.72,78.72,2022-08-31,equity,0,0.0,0.0,8196.135837120626,645199.8130981356,Yes
Belaware,2022-08-31,Equities,LYV,Live Nation Entertainment,90.36,90.36,2022-08-31,equity,0,0.0,0.0,1332.7050141659556,120423.22508003574,Yes
Belaware,2022-08-31,Equities,MKTX,MarketAxess,246.11,246.11,2022-08-31,equity,0,0.0,0.0,633.0348817288289,155796.21474228209,Yes
Belaware,2022-08-31,Equities,NTRS,Northern Trust,91.87,91.87,2022-08-31,equity,0,0.0,0.0,5064.279053830631,465255.3166754201,Yes
Belaware,2022-08-31,Equities,PCG,PG&E Corporation,12.33,12.33,2022-08-31,equity,0,0.0,0.0,7663.053831454245,94485.45374183083,Yes
Belaware,2022-08-31,Equities,PEG,Public Service Enterprise Group,62.09,62.09,2022-08-31,equity,0,0.0,0.0,1232.7521381035087,76541.58025484686,Yes
Belaware,2022-08-31,Equities,PG,Procter & Gamble,134.42,134.42,2022-08-31,equity,0,0.0,0.0,7763.006707516691,1043503.3616243935,Yes
Belaware,2022-08-31,Equities,PH,Parker Hannifin,260.62,260.62,2022-08-31,equity,0,0.0,0.0,3165.1744086441445,824907.754380837,Yes
Belaware,2022-08-31,Equities,PKG,Packaging Corporation of America,131.61,131.61,2022-08-31,equity,0,0.0,0.0,9762.064228765625,1284785.273147844,Yes
Belaware,2022-08-31,Equities,PNW,Pinnacle West,71.98,71.98,2022-08-31,equity,0,0.0,0.0,7396.512828621053,532400.9934041434,Yes
Belaware,2022-08-31,Equities,PTC,PTC,114.89,114.89,2022-08-31,equity,0,0.0,0.0,6763.477946892224,777055.9813184476,Yes
Belaware,2022-08-31,Equities,RF,Regions Financial Corporation,20.83,20.83,2022-08-31,equity,0,0.0,0.0,4831.055676351589,100630.88973840358,Yes
Belaware,2022-08-31,Equities,ROL,"Rollins, Inc.",33.32,33.32,2022-08-31,equity,0,0.0,0.0,7196.60707649616,239790.94778885203,Yes
Belaware,2022-08-31,Equities,RSG,Republic Services,140.69,140.69,2022-08-31,equity,0,0.0,0.0,6297.031191934139,885929.318393214,Yes
Belaware,2022-08-31,Government Bond,SE0000556599,SWEDEN I/L BOND 3.5 % 12/01/2028 144A,192.83,192.83,2022-08-29,bond,2,0.0,0.0,9117.448086378668,1758117.5144963989,Yes
Belaware,2022-08-31,Equities,SPGI,S&P Global,348.73,348.73,2022-08-31,equity,0,0.0,0.0,1266.0697634576577,441516.50861058896,Yes
Belaware,2022-08-31,Equities,SWKS,Skyworks Solutions,96.76,96.76,2022-08-31,equity,0,0.0,0.0,832.9406338537221,80595.33573168617,Yes
Belaware,2022-08-31,Equities,TJX,TJX Companies,61.36,61.36,2022-08-31,equity,0,0.0,0.0,2432.1866508528688,149238.97289633204,Yes
Belaware,2022-08-31,Equities,TPR,"Tapestry, Inc.",33.67,33.67,2022-08-31,equity,0,0.0,0.0,5064.279053830631,170514.27574247736,Yes
Belaware,2022-08-31,Equities,TROW,T. Rowe Price,114.95,114.95,2022-08-31,equity,0,0.0,0.0,9095.711721682646,1045552.0624074202,Yes
Belaware,2022-08-31,Government Bond,US912810FD55,TSY INFL IX N/B 3.625% 04/15/2028,227.97,227.97,2022-08-29,bond,2,0.0,0.0,6174.583135887337,1407619.7174882363,Yes
Belaware,2022-08-31,Government Bond,US912810FH69,TSY INFL IX N/B 3.875% 04/15/2029,235.0,235.0,2022-08-29,bond,2,0.0,0.0,6528.016688175482,1534083.9217212384,Yes
Belaware,2022-08-31,Government Bond,US912810RA88,TSY INFL IX N/B 0.625% 02/15/2043,149.72,149.72,2022-08-29,bond,2,0.0,0.0,6392.62902999899,957104.4183714488,Yes
Belaware,2022-08-31,Government Bond,US912810RL44,TSY INFL IX N/B 0.75% 02/15/2045,151.35,151.35,2022-08-29,bond,2,0.0,0.0,7577.108018490266,1146795.2985985016,Yes
Belaware,2022-08-31,Government Bond,US91282CCM10,TSY INFL IX N/B 0.125% 07/15/2031,116.22,116.22,2022-08-29,bond,2,0.0,0.0,12812.2973815871,1489045.2016880526,Yes
Belaware,2022-08-31,CASH,USDCURR,CASH,,,,,,,,,3612072.9770766124,No
Belaware,2022-08-31,Equities,WFC,Wells Fargo,42.49,42.49,2022-08-31,equity,0,0.0,0.0,7663.053831454245,325603.15729849087,Yes
Belaware,2022-08-31,Equities,WHR,Whirlpool Corporation,148.8,148.8,2022-08-31,equity,0,0.0,0.0,2332.233774790422,347036.38568881486,Yes
Belaware,2022-08-31,Equities,WM,Waste Management,166.24,166.24,2022-08-31,equity,0,0.0,0.0,8962.441220266051,1489916.2284570285,Yes
Belaware,2022-08-31,Equities,WST,West Pharmaceutical Services,295.93,295.93,2022-08-31,equity,0,0.0,0.0,6730.160321538076,1991656.3439527627,Yes
